CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Posicao;Quantidade_Amarelo;Quantidade_Branco;Quantidade_Preto;Quantidade_Pardo;Quantidade_Indigena;Quantidade_Outros;Quantidade_Sem_Resposta
12.091.809/0001-55;2025-12-31;7;152064;BRAVA ENERGIA S.A.;Liderança;2;215;9;91;0;0;0
12.091.809/0001-55;2025-12-31;7;152064;BRAVA ENERGIA S.A.;Não-liderança;8;376;57;363;5;0;0
12.104.241/0004-02;2025-12-31;5;152335;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;Liderança;14;324;48;244;1;0;33
12.104.241/0004-02;2025-12-31;5;152335;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;Não-liderança;144;2550;1024;3349;7;0;277
12.108.897/0001-50;2025-12-31;2;149779;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;Liderança;9;294;78;513;0;0;10
12.108.897/0001-50;2025-12-31;2;149779;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;Não-liderança;39;1023;597;2079;11;0;4
12.181.987/0001-77;2025-12-31;5;151863;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;Liderança;0;117;0;2;0;0;2
12.181.987/0001-77;2025-12-31;5;151863;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;Não-liderança;1;581;62;54;1;0;4
12.300.288/0001-07;2025-12-31;2;151667;NORTE ENERGIA S.A.;Liderança;0;15;0;0;0;0;5
12.300.288/0001-07;2025-12-31;2;151667;NORTE ENERGIA S.A.;Não-liderança;12;166;53;150;3;0;14
12.420.164/0001-57;2025-12-31;5;152357;CM HOSPITALAR S.A;Liderança;9;764;47;223;2;0;0
12.420.164/0001-57;2025-12-31;5;152357;CM HOSPITALAR S.A;Não-liderança;27;3339;372;1302;5;32;0
12.528.708/0001-07;2025-12-31;6;152352;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;Liderança;3;67;9;130;0;0;0
12.528.708/0001-07;2025-12-31;6;152352;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;Não-liderança;20;335;124;1831;48;0;0
12.648.266/0001-24;2025-12-31;6;152413;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Liderança;11;828;102;382;209;0;83
12.648.266/0001-24;2025-12-31;6;152413;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Não-liderança;47;6865;1753;6389;689;0;424
12.648.327/0001-53;2025-12-31;9;151995;HIDROVIAS DO BRASIL S.A.;Liderança;0;63;0;10;0;0;0
12.648.327/0001-53;2025-12-31;9;151995;HIDROVIAS DO BRASIL S.A.;Não-liderança;1;81;10;40;0;0;0
13.009.717/0001-46;2025-12-31;2;149285;BCO ESTADO DE SERGIPE S.A. - BANESE;Liderança;2;42;7;49;0;1;0
13.009.717/0001-46;2025-12-31;2;149285;BCO ESTADO DE SERGIPE S.A. - BANESE;Não-liderança;17;206;43;262;1;1;11
13.017.462/0001-63;2025-12-31;3;152034;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;Liderança;0;0;0;0;0;0;0
13.017.462/0001-63;2025-12-31;3;152034;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;Não-liderança;0;0;0;0;0;0;0
13.217.485/0001-11;2025-12-31;4;151983;GRUPO SBF S.A.;Liderança;39;672;107;322;4;1;25
13.217.485/0001-11;2025-12-31;4;151983;GRUPO SBF S.A.;Não-liderança;163;3431;1308;3348;45;0;121
13.270.520/0001-66;2025-12-31;3;150146;KORA SAÚDE PARTICIPAÇÕES S.A.;Liderança;0;0;0;0;0;0;0
13.270.520/0001-66;2025-12-31;3;150146;KORA SAÚDE PARTICIPAÇÕES S.A.;Não-liderança;0;0;0;0;0;0;0
13.444.994/0001-87;2025-12-31;4;150298;MLOG S.A.;Liderança;1;46;5;59;0;0;0
13.444.994/0001-87;2025-12-31;4;150298;MLOG S.A.;Não-liderança;0;40;4;216;0;0;0
13.574.594/0001-96;2025-12-31;5;152042;ZAMP SA;Liderança;43;988;542;2230;10;0;17
13.574.594/0001-96;2025-12-31;5;152042;ZAMP SA;Não-liderança;92;2966;1569;9494;34;0;203
13.783.221/0004-78;2025-12-31;7;152478;MADERO INDÚSTRIA E COMÉRCIO S.A.;Liderança;37;320;238;457;17;3;788
13.783.221/0004-78;2025-12-31;7;152478;MADERO INDÚSTRIA E COMÉRCIO S.A.;Não-liderança;63;690;565;1035;39;15;3747
14.110.585/0001-07;2025-12-31;14;152434;MÉLIUZ S.A.;Liderança;0;50;3;11;0;0;1
14.110.585/0001-07;2025-12-31;14;152434;MÉLIUZ S.A.;Não-liderança;4;93;13;43;2;0;2
14.127.813/0001-51;2025-12-31;6;152428;REAG INVESTIMENTOS S.A.;Liderança;1;16;2;2;0;0;6
14.127.813/0001-51;2025-12-31;6;152428;REAG INVESTIMENTOS S.A.;Não-liderança;7;69;14;28;0;0;8
14.191.427/0001-29;2025-12-31;1;148156;GRANBIO INVESTIMENTOS S.A.;Liderança;0;7;0;3;0;0;0
14.191.427/0001-29;2025-12-31;1;148156;GRANBIO INVESTIMENTOS S.A.;Não-liderança;0;30;10;23;0;0;0
14.388.334/0001-99;2025-12-31;4;151512;PARANA BCO S.A.;Liderança;2;65;3;4;0;0;0
14.388.334/0001-99;2025-12-31;4;151512;PARANA BCO S.A.;Não-liderança;7;253;11;52;2;0;0
14.776.142/0001-50;2025-12-31;7;152461;WESTWING COMÉRCIO VAREJISTA S.A.;Liderança;3;35;5;17;0;0;0
14.776.142/0001-50;2025-12-31;7;152461;WESTWING COMÉRCIO VAREJISTA S.A.;Não-liderança;10;185;47;90;1;0;12
14.785.152/0001-51;2025-12-31;2;149854;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Liderança;1;26;0;2;0;0;0
14.785.152/0001-51;2025-12-31;2;149854;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Não-liderança;1;37;5;15;0;0;0
14.807.945/0001-24;2025-12-31;2;151786;SANSUY S.A. INDUSTRIA DE PLASTICOS;Liderança;25;52;4;15;0;0;0
14.807.945/0001-24;2025-12-31;2;151786;SANSUY S.A. INDUSTRIA DE PLASTICOS;Não-liderança;73;648;366;1047;4;9;13
14.882.295/0001-81;2025-12-31;4;152026;CBO HOLDING S.A.;Liderança;8;305;33;172;2;0;35
14.882.295/0001-81;2025-12-31;4;152026;CBO HOLDING S.A.;Não-liderança;13;493;168;503;3;0;80
14.998.371/0001-19;2025-12-31;1;148805;J. MACEDO S.A.;Liderança;1;126;14;136;1;0;4
14.998.371/0001-19;2025-12-31;1;148805;J. MACEDO S.A.;Não-liderança;6;723;344;1436;17;0;23
15.073.274/0001-88;2025-12-31;1;148438;PPLA PARTICIPATIONS LTD.;Liderança;0;0;0;0;0;0;0
15.073.274/0001-88;2025-12-31;1;148438;PPLA PARTICIPATIONS LTD.;Não-liderança;0;0;0;0;0;0;0
15.115.504/0001-24;2025-12-31;2;152096;TRONOX PIGMENTOS DO BRASIL S.A.;Liderança;0;19;4;17;0;0;5
15.115.504/0001-24;2025-12-31;2;152096;TRONOX PIGMENTOS DO BRASIL S.A.;Não-liderança;2;50;43;129;1;0;66
15.139.629/0001-94;2025-12-31;4;152269;CIA ELETRICIDADE EST. DA BAHIA - COELBA;Liderança;5;190;28;107;0;0;3
15.139.629/0001-94;2025-12-31;4;152269;CIA ELETRICIDADE EST. DA BAHIA - COELBA;Não-liderança;50;716;1091;2973;13;0;157
15.141.799/0001-03;2025-12-31;2;149556;CIA FERRO LIGAS DA BAHIA - FERBASA;Liderança;5;78;17;67;3;0;0
15.141.799/0001-03;2025-12-31;2;149556;CIA FERRO LIGAS DA BAHIA - FERBASA;Não-liderança;83;863;664;1467;14;1;0
15.413.826/0001-50;2025-12-31;4;152386;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;Liderança;0;0;0;0;0;0;0
15.413.826/0001-50;2025-12-31;4;152386;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;Não-liderança;0;0;0;0;0;0;0
16.233.389/0001-55;2025-12-31;6;152025;CVLB BRASIL S.A;Liderança;21;354;234;635;4;0;0
16.233.389/0001-55;2025-12-31;6;152025;CVLB BRASIL S.A;Não-liderança;50;776;779;1703;10;2;0
16.234.171/0001-15;2025-12-31;2;149551;METANOR SA METANOL DO NE;Liderança;0;3;1;3;0;0;0
16.234.171/0001-15;2025-12-31;2;149551;METANOR SA METANOL DO NE;Não-liderança;0;10;13;39;0;0;0
16.404.287/0001-55;2025-12-31;5;152013;SUZANO S.A.;Liderança;45;1181;122;509;6;0;83
16.404.287/0001-55;2025-12-31;5;152013;SUZANO S.A.;Não-liderança;387;8407;2528;10146;255;0;311
16.590.234/0001-76;2025-12-31;13;152302;AZZAS 2154 S.A.;Liderança;37;1657;171;476;8;4;38
16.590.234/0001-76;2025-12-31;13;152302;AZZAS 2154 S.A.;Não-liderança;391;10276;2938;7259;83;12;266
16.614.075/0001-00;2025-12-31;3;151529;DIRECIONAL ENGENHARIA S.A.;Liderança;4;205;28;121;2;0;2
16.614.075/0001-00;2025-12-31;3;151529;DIRECIONAL ENGENHARIA S.A.;Não-liderança;47;1266;1192;5005;20;0;103
16.670.085/0001-55;2025-12-31;6;151794;LOCALIZA RENT A CAR S.A.;Liderança;31;953;110;555;4;0;352
16.670.085/0001-55;2025-12-31;6;151794;LOCALIZA RENT A CAR S.A.;Não-liderança;293;6468;2160;6866;55;0;4196
16.676.520/0001-59;2025-12-31;9;152166;HOSPITAL MATER DEI S.A.;Liderança;2;124;35;341;1;8;0
16.676.520/0001-59;2025-12-31;9;152166;HOSPITAL MATER DEI S.A.;Não-liderança;34;1146;654;5123;16;88;0
16.811.931/0001-00;2025-12-31;1;148282;ALPHAVILLE S.A.;Liderança;2;96;15;26;0;0;7
16.811.931/0001-00;2025-12-31;1;148282;ALPHAVILLE S.A.;Não-liderança;2;46;1;11;0;0;3
16.922.038/0001-51;2025-12-31;1;148854;ENJOEI S.A.;Liderança;8;66;1;13;0;0;0
16.922.038/0001-51;2025-12-31;1;148854;ENJOEI S.A.;Não-liderança;9;163;29;50;1;0;1
17.155.730/0001-64;2025-12-31;7;152403;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Liderança;0;122;3;26;0;0;17
17.155.730/0001-64;2025-12-31;7;152403;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Não-liderança;30;2614;311;1732;4;0;169
17.159.229/0001-76;2025-12-31;1;148287;LABORATÓRIO TEUTO BRASILEIRO S.A.;Liderança;0;50;3;142;0;0;0
17.159.229/0001-76;2025-12-31;1;148287;LABORATÓRIO TEUTO BRASILEIRO S.A.;Não-liderança;2;281;12;2824;0;0;0
17.161.241/0001-15;2025-12-31;2;152210;MINASMAQUINAS S.A.;Liderança;1;34;2;20;0;0;0
17.161.241/0001-15;2025-12-31;2;152210;MINASMAQUINAS S.A.;Não-liderança;5;155;101;238;0;0;0
17.162.082/0001-73;2025-12-31;1;148099;MENDES JUNIOR ENGENHARIA S.A.;Liderança;0;1;0;0;0;0;0
17.162.082/0001-73;2025-12-31;1;148099;MENDES JUNIOR ENGENHARIA S.A.;Não-liderança;0;2;1;0;0;0;0
17.167.396/0001-69;2025-12-31;2;150548;ALFA HOLDINGS S.A.;Liderança;0;0;0;0;0;0;0
17.167.396/0001-69;2025-12-31;2;150548;ALFA HOLDINGS S.A.;Não-liderança;0;0;0;0;0;0;0
17.184.037/0001-10;2025-12-31;2;149707;BCO MERCANTIL DO BRASIL S.A.;Liderança;10;447;33;168;0;0;0
17.184.037/0001-10;2025-12-31;2;149707;BCO MERCANTIL DO BRASIL S.A.;Não-liderança;44;1377;177;831;4;0;5
17.245.234/0001-00;2025-12-31;5;152193;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Liderança;0;57;13;105;0;0;0
17.245.234/0001-00;2025-12-31;5;152193;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Não-liderança;4;507;510;2178;3;0;0
17.281.106/0001-03;2025-12-31;5;152099;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Liderança;24;627;189;724;5;0;65
17.281.106/0001-03;2025-12-31;5;152099;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Não-liderança;87;3021;974;3436;19;0;442
17.314.329/0001-20;2025-12-31;7;152035;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Liderança;4;281;43;256;1;44;0
17.314.329/0001-20;2025-12-31;7;152035;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Não-liderança;54;1767;771;2782;19;281;12
17.344.597/0001-94;2025-12-31;5;151576;BB SEGURIDADE PARTICIPAÇÕES S.A.;Liderança;0;31;2;8;0;0;0
17.344.597/0001-94;2025-12-31;5;151576;BB SEGURIDADE PARTICIPAÇÕES S.A.;Não-liderança;5;101;5;34;0;0;0
17.359.233/0001-88;2025-12-31;1;148151;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Liderança;1;132;19;186;0;0;0
17.359.233/0001-88;2025-12-31;1;148151;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Não-liderança;30;770;615;2201;6;0;6
17.765.891/0001-70;2025-12-31;7;152189;GRUPO SALTA EDUCAÇÃO S.A.;Liderança;8;750;56;307;6;0;173
17.765.891/0001-70;2025-12-31;7;152189;GRUPO SALTA EDUCAÇÃO S.A.;Não-liderança;105;5048;1010;3760;52;0;1294
18.174.270/0001-84;2025-12-31;1;148892;DOTZ S.A.;Liderança;0;0;0;0;0;0;43
18.174.270/0001-84;2025-12-31;1;148892;DOTZ S.A.;Não-liderança;0;0;0;0;0;0;167
18.328.118/0001-09;2025-12-31;4;151783;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Liderança;10;390;73;234;4;0;13
18.328.118/0001-09;2025-12-31;4;151783;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Não-liderança;122;2792;1113;2940;34;0;62
18.483.666/0001-03;2025-12-31;1;149225;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Liderança;1;8;0;5;0;0;0
18.483.666/0001-03;2025-12-31;1;149225;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Não-liderança;1;17;2;10;0;0;0
18.593.815/0001-97;2025-12-31;2;151817;PRINER SERVIÇOS INDUSTRIAIS S.A.;Liderança;7;204;38;252;0;1;3
18.593.815/0001-97;2025-12-31;2;151817;PRINER SERVIÇOS INDUSTRIAIS S.A.;Não-liderança;49;1319;1058;3704;19;38;46
19.014.221/0001-47;2025-12-31;3;152206;CHINA THREE GORGES BRASIL ENERGIA S.A.;Liderança;22;104;0;19;0;0;0
19.014.221/0001-47;2025-12-31;3;152206;CHINA THREE GORGES BRASIL ENERGIA S.A.;Não-liderança;34;532;31;159;1;0;0
19.403.252/0001-90;2025-12-31;2;149606;EMCCAMP RESIDENCIAL S.A.;Liderança;0;51;9;58;0;0;0
19.403.252/0001-90;2025-12-31;2;149606;EMCCAMP RESIDENCIAL S.A.;Não-liderança;9;242;211;739;2;0;0
19.521.322/0001-04;2025-12-31;2;151744;CONCESSIONÁRIA ROTA DO OESTE S.A.;Liderança;1;56;7;46;0;0;0
19.521.322/0001-04;2025-12-31;2;151744;CONCESSIONÁRIA ROTA DO OESTE S.A.;Não-liderança;17;225;83;549;4;0;0
19.526.748/0001-50;2025-12-31;4;151231;COMPANHIA INDUSTRIAL CATAGUASES;Liderança;0;58;10;4;0;0;0
19.526.748/0001-50;2025-12-31;4;151231;COMPANHIA INDUSTRIAL CATAGUASES;Não-liderança;2;745;290;156;0;0;0
19.527.639/0001-58;2025-12-31;2;152410;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;Liderança;0;0;0;0;0;0;0
19.527.639/0001-58;2025-12-31;2;152410;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;Não-liderança;0;0;0;0;0;0;0
20.247.322/0001-47;2025-12-31;4;152418;ALLIED TECNOLOGIA S.A.;Liderança;7;181;15;48;1;0;0
20.247.322/0001-47;2025-12-31;4;152418;ALLIED TECNOLOGIA S.A.;Não-liderança;6;446;93;292;8;0;0
20.258.278/0001-70;2025-12-31;2;152190;OUROFINO S.A.;Liderança;0;117;7;1;0;0;5
20.258.278/0001-70;2025-12-31;2;152190;OUROFINO S.A.;Não-liderança;6;636;68;62;0;0;106
20.512.706/0001-40;2025-12-31;7;152334;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Liderança;4;561;19;99;3;0;11
20.512.706/0001-40;2025-12-31;7;152334;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Não-liderança;110;6830;556;2708;16;0;26
21.110.778/0001-23;2025-12-31;1;148822;OLIVEIRA TRUST S.A.;Liderança;0;31;1;6;0;0;0
21.110.778/0001-23;2025-12-31;1;148822;OLIVEIRA TRUST S.A.;Não-liderança;2;205;21;84;0;0;0
21.254.073/0001-80;2025-12-31;2;149695;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Liderança;0;1;0;0;0;0;0
21.254.073/0001-80;2025-12-31;2;149695;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Não-liderança;0;9;1;2;0;0;0
21.314.559/0001-66;2025-12-31;4;152447;MOVIDA PARTICIPACOES SA;Liderança;13;532;32;228;0;36;0
21.314.559/0001-66;2025-12-31;4;152447;MOVIDA PARTICIPACOES SA;Não-liderança;63;2826;608;2300;9;184;0
21.389.501/0001-81;2025-12-31;3;149629;COMPASS GÁS E ENERGIA S.A.;Liderança;0;25;0;2;0;0;0
21.389.501/0001-81;2025-12-31;3;149629;COMPASS GÁS E ENERGIA S.A.;Não-liderança;1;26;1;8;0;0;1
22.261.473/0001-85;2025-12-31;5;151980;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Liderança;1;33;5;14;0;0;0
22.261.473/0001-85;2025-12-31;5;151980;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Não-liderança;0;66;7;31;0;0;1
22.266.175/0001-88;2025-12-31;8;152349;FERTILIZANTES HERINGER S.A.;Liderança;0;83;6;26;0;0;0
22.266.175/0001-88;2025-12-31;8;152349;FERTILIZANTES HERINGER S.A.;Não-liderança;6;641;237;440;0;0;0
22.543.331/0001-00;2025-12-31;8;151961;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Liderança;5;46;1;20;0;0;0
22.543.331/0001-00;2025-12-31;8;151961;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Não-liderança;2;38;3;18;1;0;0
23.041.875/0001-37;2025-12-31;1;149026;ALMACENES ÉXITO S.A.;Liderança;0;0;0;0;0;0;649
23.041.875/0001-37;2025-12-31;1;149026;ALMACENES ÉXITO S.A.;Não-liderança;0;0;0;0;0;0;29704
23.236.821/0001-27;2025-12-31;4;151948;PATRIMAR ENGENHARIA S.A.;Liderança;2;32;2;45;0;0;16
23.236.821/0001-27;2025-12-31;4;151948;PATRIMAR ENGENHARIA S.A.;Não-liderança;9;298;251;910;0;0;121
23.373.000/0001-32;2025-12-31;6;152348;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Liderança;4;212;11;82;1;0;0
23.373.000/0001-32;2025-12-31;6;152348;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Não-liderança;24;983;163;789;12;10;0
23.438.929/0001-00;2025-12-31;4;152307;ALARES INTERNET PARTICIPAÇÕES S/A;Liderança;1;172;18;120;0;0;1
23.438.929/0001-00;2025-12-31;4;152307;ALARES INTERNET PARTICIPAÇÕES S/A;Não-liderança;16;1083;218;1103;5;0;4
23.994.857/0001-70;2025-12-31;3;152224;ATOM EDUCAÇÃO E EDITORA S.A.;Liderança;0;5;0;0;0;0;0
23.994.857/0001-70;2025-12-31;3;152224;ATOM EDUCAÇÃO E EDITORA S.A.;Não-liderança;0;19;0;0;0;0;0
24.230.275/0001-80;2025-12-31;3;150815;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Liderança;1;112;1;7;0;0;0
24.230.275/0001-80;2025-12-31;3;150815;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Não-liderança;6;610;172;366;0;0;0
24.396.489/0001-20;2025-12-31;3;151977;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Liderança;14;488;57;354;0;0;0
24.396.489/0001-20;2025-12-31;3;151977;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Não-liderança;72;1744;785;2587;12;0;0
24.921.465/0001-43;2025-12-31;4;151452;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Liderança;1;47;5;18;0;0;1
24.921.465/0001-43;2025-12-31;4;151452;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Não-liderança;39;1232;350;1137;7;0;14
24.962.466/0001-36;2025-12-31;3;150827;RUMO MALHA NORTE S.A.;Liderança;3;246;7;50;0;0;14
24.962.466/0001-36;2025-12-31;3;150827;RUMO MALHA NORTE S.A.;Não-liderança;16;871;151;564;5;0;86
24.990.777/0001-09;2025-12-31;3;152053;GRUPO MATEUS S.A.;Liderança;20;157;83;3560;520;0;0
24.990.777/0001-09;2025-12-31;3;152053;GRUPO MATEUS S.A.;Não-liderança;85;1618;1231;46291;8256;0;0
25.249.439/0001-83;2025-12-31;2;150114;HOSPITAL CARE CALEDONIA S.A.;Liderança;0;220;8;19;1;0;4
25.249.439/0001-83;2025-12-31;2;150114;HOSPITAL CARE CALEDONIA S.A.;Não-liderança;16;4326;565;1241;6;0;220
25.369.840/0001-57;2025-12-31;2;152473;COMERC ENERGIA S.A.;Liderança;3;148;5;11;1;0;0
25.369.840/0001-57;2025-12-31;2;152473;COMERC ENERGIA S.A.;Não-liderança;11;559;72;173;0;0;5
26.072.786/0001-46;2025-12-31;1;147045;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;Liderança;0;0;0;0;0;29;0
26.072.786/0001-46;2025-12-31;1;147045;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;Não-liderança;0;0;0;0;0;1050;0
26.345.998/0001-50;2025-12-31;2;149942;TC S.A.;Liderança;3;15;0;10;0;0;0
26.345.998/0001-50;2025-12-31;2;149942;TC S.A.;Não-liderança;0;78;7;11;0;0;1
26.462.693/0001-28;2025-12-31;4;152291;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Liderança;6;85;0;12;0;0;0
26.462.693/0001-28;2025-12-31;4;152291;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Não-liderança;39;255;46;202;0;0;0
26.659.061/0001-59;2025-12-31;5;152186;MPM CORPÓREOS S.A.;Liderança;12;411;25;250;0;0;1
26.659.061/0001-59;2025-12-31;5;152186;MPM CORPÓREOS S.A.;Não-liderança;76;1870;372;1579;8;0;11
27.093.558/0001-15;2025-12-31;5;152310;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Liderança;2;156;14;68;0;0;0
27.093.558/0001-15;2025-12-31;5;152310;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Não-liderança;16;749;257;684;5;0;0
27.157.474/0001-06;2025-12-31;3;152005;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;Liderança;0;0;0;0;0;0;0
27.157.474/0001-06;2025-12-31;3;152005;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;Não-liderança;0;0;0;0;0;0;0
27.743.642/0001-37;2025-12-31;3;152351;CONSTRUTORA METROCASA S.A.;Liderança;0;1;0;0;0;0;0
27.743.642/0001-37;2025-12-31;3;152351;CONSTRUTORA METROCASA S.A.;Não-liderança;0;38;0;0;0;0;0
27.967.244/0001-02;2025-12-31;1;149116;EQUATORIAL TRANSMISSORA 8 SPE S.A.;Liderança;0;0;0;0;0;0;0
27.967.244/0001-02;2025-12-31;1;149116;EQUATORIAL TRANSMISSORA 8 SPE S.A.;Não-liderança;0;0;0;0;0;0;0
28.127.603/0001-78;2025-12-31;8;152010;BANESTES S.A. - BCO EST ESPIRITO SANTO;Liderança;3;344;16;178;0;0;0
28.127.603/0001-78;2025-12-31;8;152010;BANESTES S.A. - BCO EST ESPIRITO SANTO;Não-liderança;10;1078;92;513;5;0;2
28.195.667/0001-06;2025-12-31;4;152338;BCO ABC BRASIL S.A.;Liderança;8;206;7;14;1;0;0
28.195.667/0001-06;2025-12-31;4;152338;BCO ABC BRASIL S.A.;Não-liderança;16;733;33;132;0;0;0
28.594.234/0001-23;2025-12-31;5;152050;AUREN ENERGIA S.A.;Liderança;2;68;1;10;0;3;0
28.594.234/0001-23;2025-12-31;5;152050;AUREN ENERGIA S.A.;Não-liderança;3;159;21;85;1;2;0
29.780.061/0001-09;2025-12-31;3;151898;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;Liderança;0;21;0;2;0;0;0
29.780.061/0001-09;2025-12-31;3;151898;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;Não-liderança;2;27;1;6;0;0;0
29.950.060/0001-57;2025-12-31;1;148747;NORTEC QUÍMICA S.A.;Liderança;0;19;0;7;0;0;0
29.950.060/0001-57;2025-12-31;1;148747;NORTEC QUÍMICA S.A.;Não-liderança;4;120;47;141;0;0;0
29.980.141/0001-08;2025-12-31;1;148949;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Liderança;4;70;7;26;0;0;1
29.980.141/0001-08;2025-12-31;1;148949;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Não-liderança;31;892;317;917;12;0;41
30.213.493/0001-09;2025-12-31;2;152359;TEGRA INCORPORADORA S.A.;Liderança;3;141;3;26;0;0;0
30.213.493/0001-09;2025-12-31;2;152359;TEGRA INCORPORADORA S.A.;Não-liderança;8;361;116;413;3;0;26
30.306.294/0001-45;2025-12-31;5;151653;BCO BTG PACTUAL S.A.;Liderança;51;1494;38;195;3;527;0
30.306.294/0001-45;2025-12-31;5;151653;BCO BTG PACTUAL S.A.;Não-liderança;146;3435;207;718;9;693;0
30.540.991/0001-66;2025-12-31;2;147398;HAGA S.A. INDUSTRIA E COMERCIO;Liderança;0;16;3;4;0;0;0
30.540.991/0001-66;2025-12-31;2;147398;HAGA S.A. INDUSTRIA E COMERCIO;Não-liderança;0;83;24;26;0;0;0
31.553.627/0001-01;2025-12-31;5;151535;GRUPO TOKY S.A.;Liderança;9;308;33;121;0;0;10
31.553.627/0001-01;2025-12-31;5;151535;GRUPO TOKY S.A.;Não-liderança;31;1094;356;956;3;0;72
31.748.174/0001-60;2025-12-31;6;151626;VERO S.A.;Liderança;4;361;20;94;4;0;15
31.748.174/0001-60;2025-12-31;6;151626;VERO S.A.;Não-liderança;7;1618;229;637;12;0;174
32.021.201/0001-61;2025-12-31;5;151913;ORIGEM ENERGIA S.A.;Liderança;2;95;12;75;1;0;48
32.021.201/0001-61;2025-12-31;5;151913;ORIGEM ENERGIA S.A.;Não-liderança;16;213;105;375;3;0;135
32.681.371/0001-72;2025-12-31;2;152468;VIX LOGÍSTICA S.A.;Liderança;8;216;72;476;1;0;37
32.681.371/0001-72;2025-12-31;2;152468;VIX LOGÍSTICA S.A.;Não-liderança;119;2497;1446;6130;19;0;637
32.785.497/0001-97;2025-12-31;2;151470;NATURA &CO HOLDING S.A.;Liderança;13;503;23;60;1;0;3
